id,codigo,descripcion
catalogos.cie2310,F55,F55 ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA
catalogos.cie2311,F59,"F59 SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS, NO ESPECIFICADOS"
catalogos.cie2312,F600,F600 TRASTORNO PARANOIDE DE LA PERSONALIDAD
catalogos.cie2313,F601,F601 TRASTORNO ESQUIZOIDE DE LA PERSONALIDAD
catalogos.cie2314,F602,F602 TRASTORNO ASOCIAL DE LA PERSONALIDAD
catalogos.cie2315,F603,F603 TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE
catalogos.cie2316,F604,F604 TRASTORNO HISTRIONICO DE LA PERSONALIDAD
catalogos.cie2317,F605,F605 TRASTORNO ANANCASTICO DE LA PERSONALIDAD
catalogos.cie2318,F606,"F606 TRASTORNO DE LA PERSONALIDAD ANSIOSA (EVASIVA, ELUSIVA)"
catalogos.cie2319,F607,F607 TRASTORNO DE LA PERSONALIDAD DEPENDIENTE
catalogos.cie2320,F608,F608 OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD
catalogos.cie2321,F609,"F609 TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO"
catalogos.cie2322,F61,F61 TRASTORNOS MIXTOS Y OTROS TRASTORNOS DE LA PERSONALIDAD
catalogos.cie2323,F620,F620 CAMBIO PERDURABLE DE LA PERSONALIDAD DESPUES DE UNA EXPERIENCIA CATASTROFICA
catalogos.cie2324,F621,F621 CAMBIO PERDURABLE DE LA PERSONALIDAD CONSECUTIVO A UNA ENFERMEDAD PSIQUIATRICA
catalogos.cie2325,F628,F628 OTROS CAMBIOS PERDURABLES DE LA PERSONALIDAD
catalogos.cie2326,F629,"F629 CAMBIO PERDURABLE DE LA PERSONALIDAD, NO ESPECIFICADO"
catalogos.cie2327,F630,F630 JUEGO PATOLOGICO
catalogos.cie2328,F631,F631 PIROMANIA
catalogos.cie2329,F632,F632 HURTO PATOLOGICO (CLEPTOMANIA)
catalogos.cie2330,F633,F633 TRICOTILOMANIA
catalogos.cie2331,F638,F638 OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS
catalogos.cie2332,F639,"F639 TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO"
catalogos.cie2333,F640,F640 TRANSEXUALISMO
catalogos.cie2334,F641,F641 TRANSVESTISMO DE ROL DUAL
catalogos.cie2335,F642,F642 TRASTORNO DE LA IDENTIDAD DE GENERO EN LA NIÑEZ
catalogos.cie2336,F648,F648 OTROS TRASTORNOS DE LA IDENTIDAD DE GENERO
catalogos.cie2337,F649,"F649 TRASTORNO DE LA IDENTIDAD DE GENERO, NO ESPECIFICADO"
catalogos.cie2338,F650,F650 FETICHISMO
catalogos.cie2339,F651,F651 TRANSVESTISMO FETICHISTA
catalogos.cie2340,F652,F652 EXHIBICIONISMO
catalogos.cie2341,F653,F653 VOYEURISMO
catalogos.cie2342,F654,F654 PEDOFILIA
catalogos.cie2343,F655,F655 SADOMASOQUISMO
catalogos.cie2344,F656,F656 TRASTORNOS MULTIPLES DE LA PREFERENCIA SEXUAL
catalogos.cie2345,F658,F658 OTROS TRASTORNOS DE LA PREFERENCIA SEXUAL
catalogos.cie2346,F659,"F659 TRASTORNO DE LA PREFERENCIA SEXUAL, NO ESPECIFICADO"
catalogos.cie2347,F660,F660 TRASTORNO DE LA MADURACION SEXUAL
catalogos.cie2348,F661,F661 ORIENTACION SEXUAL EGODISTONICA
catalogos.cie2349,F662,F662 TRASTORNO DE LA RELACION SEXUAL
catalogos.cie2350,F668,F668 OTROS TRASTORNOS DEL DESARROLLO PSICOSEXUAL
catalogos.cie2351,F669,"F669 TRASTORNO DEL DESARROLLO PSICOSEXUAL, NO ESPECIFICADO"
catalogos.cie2352,F680,F680 ELABORACION DE SINTOMAS FISICOS POR CAUSAS PSICOLOGICAS
catalogos.cie2353,F681,"F681 PRODUCCION INTENCIONAL O SIMULACION DE SINTOMAS O DE INCAPACIDADES, TANTO FISICAS COMO PSICOLOGICAS [TRASTORNO FACTICIO]"
catalogos.cie2354,F688,F688 OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS
catalogos.cie2355,F69,"F69 TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO"
catalogos.cie2356,F700,F700 RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO
catalogos.cie2357,F701,"F701 RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO"
catalogos.cie2358,F708,F708 RETRASO MENTAL LEVE: OTROS DETERIOROS DEL COMPORTAMIENTO
catalogos.cie2359,F709,F709 RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO
catalogos.cie2360,F710,F710 RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO
catalogos.cie2361,F711,"F711 RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO"
catalogos.cie2362,F718,F718 RETRASO MENTAL MODERADO: OTROS DETERIOROS DEL COMPORTAMIENTO
catalogos.cie2363,F719,F719 RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO
catalogos.cie2364,F720,F720 RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO
catalogos.cie2365,F721,"F721 RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO"
catalogos.cie2366,F728,F728 RETRASO MENTAL GRAVE: OTROS DETERIOROS DEL COMPORTAMIENTO
catalogos.cie2367,F729,F729 RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO
catalogos.cie2368,F730,F730 RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO
catalogos.cie2369,F731,"F731 RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO"
catalogos.cie2370,F738,F738 RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO
catalogos.cie2371,F739,F739 RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO
catalogos.cie2372,F780,F780 OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO
catalogos.cie2373,F781,"F781 OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO"
catalogos.cie2374,F788,F788 OTROS TIPOS DE RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO
catalogos.cie2375,F789,F789 OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO
catalogos.cie2376,F790,"F790 RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO"
catalogos.cie2377,F791,"F791 RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO"
catalogos.cie2378,F798,"F798 RETRASO MENTAL, NO ESPECIFICADO: OTROS DETERIOROS DEL COMPORTAMIENTO"
catalogos.cie2379,F799,"F799 RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO"
catalogos.cie2380,F800,F800 TRASTORNO ESPECIFICO DE LA PRONUNCIACION
catalogos.cie2381,F801,F801 TRASTORNO DEL LENGUAJE EXPRESIVO
catalogos.cie2382,F802,F802 TRASTORNO DE LA RECEPCION DEL LENGUAJE
catalogos.cie2383,F803,F803 AFASIA ADQUIRIDA CON EPILEPSIA [LANDAU-KLEFFNER]
catalogos.cie2384,F808,F808 OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE
catalogos.cie2385,F809,F809 TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO
catalogos.cie2386,F810,F810 TRASTORNO ESPECIFICO DE LA LECTURA
catalogos.cie2387,F811,F811 TRASTORNO ESPECIFICO DEL DELETREO (ORTOGRAFIA)
catalogos.cie2388,F812,F812 TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS
catalogos.cie2389,F813,F813 TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES
catalogos.cie2390,F818,F818 OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES
catalogos.cie2391,F819,"F819 TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO"
catalogos.cie2392,F82,F82 TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ
catalogos.cie2393,F83,F83 TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO
catalogos.cie2394,F840,F840 AUTISMO EN LA NIÑEZ
catalogos.cie2395,F841,F841 AUTISMO ATIPICO
catalogos.cie2396,F842,F842 SINDROME DE RETT
catalogos.cie2397,F843,F843 OTRO TRASTORNO DESINTEGRATIVO DE LA NIÑEZ
catalogos.cie2398,F844,F844 TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS
catalogos.cie2399,F845,F845 SINDROME DE ASPERGER
catalogos.cie2400,F848,F848 OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO
catalogos.cie2401,F849,F849 TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO
catalogos.cie2402,F88,F88 OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO
catalogos.cie2403,F89,"F89 TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO"
catalogos.cie2404,F900,F900 PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION
catalogos.cie2405,F901,F901 TRASTORNO HIPERCINETICO DE LA CONDUCTA
catalogos.cie2406,F908,F908 OTROS TRASTORNOS HIPERCINETICOS
catalogos.cie2407,F909,"F909 TRASTORNO HIPERCINETICO, NO ESPECIFICADO"
catalogos.cie2408,F910,F910 TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR
catalogos.cie2409,F911,F911 TRASTORNO DE LA CONDUCTA INSOCIABLE
catalogos.cie2410,F912,F912 TRASTORNO DE LA CONDUCTA SOCIABLE
catalogos.cie2411,F913,F913 TRASTORNO OPOSITOR DESAFIANTE
catalogos.cie2412,F918,F918 OTROS TRASTORNOS DE LA CONDUCTA
catalogos.cie2413,F919,"F919 TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO"
catalogos.cie2414,F920,F920 TRASTORNO DEPRESIVO DE LA CONDUCTA
catalogos.cie2415,F928,F928 OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES
catalogos.cie2416,F929,"F929 TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO"
catalogos.cie2417,F930,F930 TRASTORNO DE ANSIEDAD DE SEPARACION EN LA NIÑEZ
catalogos.cie2418,F931,F931 TRASTORNO DE ANSIEDAD FOBICA EN LA NIÑEZ
catalogos.cie2419,F932,F932 TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ
catalogos.cie2420,F933,F933 TRASTORNO DE RIVALIDAD ENTRE HERMANOS
catalogos.cie2421,F938,F938 OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ
catalogos.cie2422,F939,"F939 TRASTORNO EMOCIONAL EN LA NIÑEZ, NO ESPECIFICADO"
catalogos.cie2423,F940,F940 MUTISMO ELECTIVO
catalogos.cie2424,F941,F941 TRASTORNO DE VINCULACION REACTIVA EN LA NIÑEZ
catalogos.cie2425,F942,F942 TRASTORNO DE VINCULACION DESINHIBIDA EN LA NIÑEZ
catalogos.cie2426,F948,F948 OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ
catalogos.cie2427,F949,"F949 TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO"
catalogos.cie2428,F950,F950 TRASTORNO POR TIC TRANSITORIO
catalogos.cie2429,F951,F951 TRASTORNO POR TIC MOTOR O VOCAL CRONICO
catalogos.cie2430,F952,F952 TRASTORNOS POR TICS MOTORES Y VOCALES MULTIPLES COMBINADOS [DE LA TOURETTE]
catalogos.cie2431,F958,F958 OTROS TRASTORNOS POR TIC
catalogos.cie2432,F959,"F959 TRASTORNO POR TIC, NO ESPECIFICADO"
catalogos.cie2433,F980,F980 ENURESIS NO ORGANICA
catalogos.cie2434,F981,F981 ECOPRESIS NO ORGANICA
catalogos.cie2435,F982,F982 TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y EN LA NIÑEZ
catalogos.cie2436,F983,F983 PICA EN LA INFANCIA Y LA NIÑEZ
catalogos.cie2437,F984,F984 TRASTORNOS DE LOS MOVIMIENTOS ESTEREOTIPADOS
catalogos.cie2438,F985,F985 TARTAMUDEZ [ESPASMOFEMIA]
catalogos.cie2439,F986,F986 FARFULLEO
catalogos.cie2440,F988,F988 OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA
catalogos.cie2441,F989,"F989 TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA"
catalogos.cie2442,F99,"F99 TRASTORNO MENTAL, NO ESPECIFICADO"
catalogos.cie2443,G000,G000 MENINGITIS POR HEMOFILOS
catalogos.cie2444,G001,G001 MENINGITIS NEUMOCOCICA
catalogos.cie2445,G002,G002 MENINGITIS ESTREPTOCOCICA
catalogos.cie2446,G003,G003 MENINGITIS ESTAFILOCOCICA
catalogos.cie2447,G008,G008 OTRAS MENINGITIS BACTERIANAS
catalogos.cie2448,G009,"G009 MENINGITIS BACTERIANA, NO ESPECIFICADA"
catalogos.cie2449,G01*,G01* MENINGITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
catalogos.cie2450,G020*,G020* MENINGITIS EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE
catalogos.cie2451,G021*,G021* MENINGITIS EN MICOSIS
catalogos.cie2452,G028*,G028* MENINGITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS CLASIFICADAS EN OTRA PARTE
catalogos.cie2453,G030,G030 MENINGITIS APIOGENA
catalogos.cie2454,G031,G031 MENINGITIS CRONICA
catalogos.cie2455,G032,G032 MENINGITIS RECURRENTE BENIGNA [MOLLARET]
catalogos.cie2456,G038,G038 MENINGITIS DEBIDAS A OTRAS CAUSAS ESPECIFICADAS
catalogos.cie2457,G039,"G039 MENINGITIS, NO ESPECIFICADA"
catalogos.cie2458,G040,G040 ENCEFALITIS AGUDA DISEMINADA
catalogos.cie2459,G041,G041 PARAPLEJÍA ESPASTICA TROPICAL
catalogos.cie2460,G042,"G042 MENINGOENCEFALITIS Y MENINGOMIELITIS BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE"
catalogos.cie2461,G048,"G048 OTRAS ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS"
catalogos.cie2462,G049,"G049 ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS, NO ESPECIFICADAS"
catalogos.cie2463,G050*,"G050* ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE"
catalogos.cie2464,G051*,"G051* ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE"
catalogos.cie2465,G052*,"G052* ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE"
catalogos.cie2466,G058*,"G058* ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE"
catalogos.cie2467,G060,G060 ABSCESO Y GRANULOMA INTRACRANEAL
catalogos.cie2468,G061,G061 ABSCESO Y GRANULOMA INTRARRAQUIDEO
catalogos.cie2469,G062,"G062 ABSCESO EXTRADURAL Y SUBDURAL, NO ESPECIFICADO"
catalogos.cie2470,G07*,G07* ABSCESO Y GRANULOMA INTRACRANEAL E INTRARRAQUIDEO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
catalogos.cie2471,G08,G08 FLEBITIS Y TROMBOFLEBITIS INTRACRANEAL E INTRARRAQUIDEA
catalogos.cie2472,G09,G09 SECUELAS DE ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL
catalogos.cie2473,G10,G10 ENFERMEDAD DE HUNTINGTON
catalogos.cie2474,G110,G110 ATAXIA CONGENITA NO PROGRESIVA
catalogos.cie2475,G111,G111 ATAXIA CEREBELOSA DE INICIACION TEMPRANA
catalogos.cie2476,G112,G112 ATAXIA CEREBELOSA DE INICIACION TARDIA
catalogos.cie2477,G113,G113 ATAXIA CEREBELOSA CON REPARACION DEFECTUOSA DEL ADN
catalogos.cie2478,G114,G114 PARAPLEJÍA ESPASTICA HEREDITARIA
catalogos.cie2479,G118,G118 OTRAS ATAXIAS HEREDITARIAS
catalogos.cie2480,G119,"G119 ATAXIA HEREDITARIA, NO ESPECIFICADA"
catalogos.cie2481,G120,"G120 ATROFIA MUSCULAR ESPINAL INFANTIL, TIPO I [WERDNIG-HOFFMAN]"
catalogos.cie2482,G121,G121 OTRAS ATROFIAS MUSCULARES ESPINALES HEREDITARIAS
catalogos.cie2483,G122,G122 ENFERMEDADES DE LAS NEURONAS MOTORAS
catalogos.cie2484,G128,G128 OTRAS ATROFIAS MUSCULARES ESPINALES Y SINDROMES AFINES
catalogos.cie2485,G129,"G129 ATROFIA MUSCULAR ESPINAL, SIN OTRA ESPECIFICACION"
catalogos.cie2486,G130*,G130* NEUROMIOPATIA Y NEUROPATIA PARANEOPLASICA
catalogos.cie2487,G131*,G131* OTRAS ATROFIAS SISTEMICAS QUE AFECTAN EL SISTEMA NERVIOSO CENTRAL EN ENFERMEDAD NEOPLASICA
catalogos.cie2488,G132*,"G132* ATROFIA SISTEMICA QUE AFECTA PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN EL MIXEDEMA (E00.1†, E03.-†)"
catalogos.cie2489,G138*,G138* ATROFIA SISTEMICA QUE AFECTA PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
catalogos.cie2490,G20,G20 ENFERMEDAD DE PARKINSON
catalogos.cie2491,G210,G210 SINDROME NEUROLEPTICO MALIGNO
catalogos.cie2492,G211,G211 OTRO PARKINSONISMO SECUNDARIO INDUCIDO POR DROGAS
catalogos.cie2493,G212,G212 PARKINSONISMO SECUNDARIO DEBIDO A OTROS AGENTES EXTERNOS
catalogos.cie2494,G213,G213 PARKINSONISMO POSTENCEFALITICO
catalogos.cie2495,G218,G218 OTROS TIPOS DE PARKINSONISMO SECUNDARIO
catalogos.cie2496,G219,"G219 PARKINSONISMO SECUNDARIO, NO ESPECIFICADO"
catalogos.cie2497,G22*,G22* PARKINSONISMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
catalogos.cie2498,G230,G230 ENFERMEDAD DE HALLERVORDEN-SPATZ
catalogos.cie2499,G231,G231 OFTALMOPLEJIA SUPRANUCLEAR PROGRESIVA [STEELE-RICHARDSON-OLSZEWSKI]
catalogos.cie2500,G232,G232 DESGENERACION NIGROESTRIADA
catalogos.cie2501,G238,G238 OTRAS ENFERMEDADES DEGENERATIVAS ESPECIFICADAS DE LOS NUCLEOS DE LA BASE
catalogos.cie2502,G239,"G239 ENFERMEDAD DEGENERATIVA DE LOS NUCLEOS DE LA BASE, NO ESPECIFICADA"
catalogos.cie2503,G240,G240 DISTONIA INDUCIDA POR DROGAS
catalogos.cie2504,G241,G241 DISTONIA IDIOPATICA FAMILIAR
catalogos.cie2505,G242,G242 DISTONIA IDIOPATICA NO FAMILIAR
catalogos.cie2506,G243,G243 TORTICOLIS ESPASMODICA
catalogos.cie2507,G244,G244 DISTONIA BUCOFACIAL IDIOPATICA
catalogos.cie2508,G245,G245 BLEFAROSPASMO
catalogos.cie2509,G248,G248 OTRAS DISTONIAS
catalogos.cie2510,G249,"G249 DISTONIA, NO ESPECIFICADA"
catalogos.cie2511,G250,G250 TEMBLOR ESENCIAL
catalogos.cie2512,G251,G251 TEMBLOR INDUCIDO POR DROGAS
catalogos.cie2513,G252,G252 OTRAS FORMAS ESPECIFICADAS DE TEMBLOR
catalogos.cie2514,G253,G253 MIOCLONIA
catalogos.cie2515,G254,G254 COREA INDUCIDA POR DROGAS
catalogos.cie2516,G255,G255 OTRAS COREAS
catalogos.cie2517,G256,G256 TIC INDUCIDOS POR DROGAS Y OTROS TICS DE ORIGEN ORGANICO
catalogos.cie2518,G258,G258 OTROS TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO
catalogos.cie2519,G259,"G259 TRASTORNO EXTRAPIRAMIDAL Y DEL MOVIMIENTO, NO ESPECIFICADO"
catalogos.cie2520,G26*,G26* TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
catalogos.cie2521,G300,G300 ENFERMEDAD DE ALZHEIMER DE COMIENZO TEMPRANO
catalogos.cie2522,G301,G301 ENFERMEDAD DE ALZHEIMER COMIENZO TARDIO
catalogos.cie2523,G308,G308 OTROS TIPOS DE ENFERMEDAD DE ALZHEIMER
catalogos.cie2524,G309,"G309 ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA"
catalogos.cie2525,G310,G310 ATROFIA CEREBRAL CIRCUNSCRITA
catalogos.cie2526,G311,G311 DEGENERACION CEREBRAL SENIL NO CLASIFICADA EN OTRA PARTE
catalogos.cie2527,G312,G312 DEGENERACION DEL SISTEMA NERVIOSO DEBIDA A EL ALCOHOL
catalogos.cie2528,G318,G318 OTRAS ENFERMEDADES DEGENERATIVAS ESPECIFICADAS DEL SISTEMA NERVIOSO
catalogos.cie2529,G319,"G319 DEGENERACION DEL SISTEMA NERVIOSO, NO ESPECIFICADA"
catalogos.cie2530,G320*,G320* DEGENERACION COMBINADA SUBAGUDA DE LA MEDULA ESPINAL EN ENFERNEDADES CLASIFICADAS EN OTRA PARTE
catalogos.cie2531,G328*,G328* OTROS TRASTORNOS DEGENERATIVOS ESPECIFICADOS DEL SISTEMA NERVIOSO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
catalogos.cie2532,G35,G35 ESCLEROSIS MULTIPLE
catalogos.cie2533,G360,G360 NEUROMIELITIS OPTICA [DEVIC]
catalogos.cie2534,G361,G361 LEUCOENCEFALITIS HEMORRAGICA AGUDA Y SUBAGUDA [HURST]
catalogos.cie2535,G368,G368 OTRAS DESMIELINIZACIONES AGUDAS DISEMINADAS ESPECIFICADAS
catalogos.cie2536,G369,G369 DESMIELINIZACION DISEMINADA AGUDA SIN OTRA ESPECIFICACION
catalogos.cie2537,G370,G370 ESCLEROSIS DIFUSA
catalogos.cie2538,G371,G371 DESMIELINIZACION CENTRAL DEL CUERPO CALLOSO
catalogos.cie2539,G372,G372 MIELINOLISIS CENTRAL PONTINA
catalogos.cie2540,G373,G373 MIELITIS TRANSVERSA AGUDA EN ENFERMEDAD DESMIELINIZANTE DEL SISTEMA NERVIOSO CENTRAL
catalogos.cie2541,G374,G374 MIELITIS NECROTIZANTE SUBAGUDA
catalogos.cie2542,G375,G375 ESCLEROSIS CONCENTRICA (BALO)
catalogos.cie2543,G378,"G378 OTRAS ENFERMEDADES DESMIELINIZANTES DEL SISTEMA NERVIOSO CENTRAL, ESPECIFICADAS"
catalogos.cie2544,G379,"G379 ENFERMEDAD DESMIELINIZANTE DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA"
catalogos.cie2545,G400,G400 EPILEPSIA Y SINDROMES EPILEPTICOS IDIOPATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES DE INICIO LOCALIZADO
catalogos.cie2546,G401,G401 EPILEPSIA Y SINDROMES EPILEPTICOS SINTOMATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES PARCIALES SIMPLES
catalogos.cie2547,G402,G402 EPILEPSIA Y SINDROMES EPILEPTICOS SINTOMATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES PARCIALES COMPLEJOS
catalogos.cie2548,G403,G403 EPILEPSIA Y SINDROMES EPILEPTICOS IDIOPATICOS GENERALIZADOS
catalogos.cie2549,G404,G404 OTRAS EPILEPSIAS Y SINDROMES EPILEPTICOS GENERALIZADOS
catalogos.cie2550,G405,G405 SINDROMES EPILEPTICOS ESPECIALES
catalogos.cie2551,G406,"G406 ATAQUES DE GRAN MAL, NO ESPECIFICADOS (CON O SIN PEQUEÑO MAL)"
catalogos.cie2552,G407,"G407 PEQUEÑO MAL, NO ESPECIFICADO (SIN ATAQUE DE GRAN MAL)"
catalogos.cie2553,G408,G408 OTRAS EPILEPSIAS
catalogos.cie2554,G409,"G409 EPILEPSIA, TIPO NO ESPECIFICADO"
catalogos.cie2555,G410,G410 ESTADO DE GRAN MAL EPILEPTICO
catalogos.cie2556,G411,G411 ESTADO DE PEQUEÑO MAL EPILEPTICO
catalogos.cie2557,G412,G412 ESTADO DE MAL EPILEPTICO PARCIAL COMPLEJO
catalogos.cie2558,G418,G418 OTROS ESTADOS EPILÉPTICOS
catalogos.cie2559,G419,G419 ESTADO DE MAL EPILEPTICO DE TIPO NO ESPECIFICADO
catalogos.cie2560,G430,G430 MIGRAÑA SIN AURA [MIGRAÑA COMUN]
catalogos.cie2561,G431,G431 MIGRAÑA CON AURA [MIGRAÑA CLASICA]
catalogos.cie2562,G432,G432 ESTADO MIGRAÑOSO
catalogos.cie2563,G433,G433 MIGRAÑA COMPLICADA
catalogos.cie2564,G438,G438 OTRAS MIGRAÑAS
catalogos.cie2565,G439,"G439 MIGRAÑA, NO ESPECIFICADA"
catalogos.cie2566,G440,G440 SINDROME DE CEFALEA EN RACIMOS
catalogos.cie2567,G441,"G441 CEFALEA VASCULAR, NCOP"
catalogos.cie2568,G442,G442 CEFALEA DEBIDA A TENSION
catalogos.cie2569,G443,G443 CEFALEA POSTRAUMATICA CRONICA
catalogos.cie2570,G444,"G444 CEFALEA INDUCIDA POR DROGAS, NO CLASIFICADA EN OTRA PARTE"
catalogos.cie2571,G448,G448 OTROS SINDROMES DE CEFALEA ESPECIFICADOS
catalogos.cie2572,G450,G450 SINDROME ARTERIAL VERTEBRO-BASILAR
catalogos.cie2573,G451,G451 SINDROME DE LA ARTERIA CAROTIDA (HEMISFÉRICO)
